titleType,originalTitle,genres,runtimeMinutes,startYear,isAdult,averageRating,region,actor,actress,director,producer
movie,Zombie,Horror,92.0,1971.0,0,3.4,US,"Walter Coy, William Joyce, Dan Stapleton",Heather Hewitt,Del Tenney,
movie,Al-ard,Drama,130.0,1970.0,0,8.2,XWW,"Hamdy Ahmed, Ezzat El Alaili, Mahmoud Al Meleji",Nagwa Ibrahim,Youssef Chahine,
movie,Le boucher,"Drama,Thriller",93.0,1970.0,0,7.5,XWW,"Pascal Ferone, Antonio Passalia, Jean Yanne",Stéphane Audran,Claude Chabrol,André Génovès
movie,Les choses de la vie,"Drama,Romance",89.0,1970.0,0,7.6,HK,"Jean Bouise, Gérard Lartigau, Michel Piccoli",Romy Schneider,Claude Sautet,"Jean Bolvary, Raymond Danon"
movie,Colossus: The Forbin Project,"Sci-Fi,Thriller",100.0,1970.0,0,7.1,IE,"Eric Braeden, Gordon Pinsent, William Schallert",Susan Clark,Joseph Sargent,Stanley Chase
movie,Dernier domicile connu,"Crime,Thriller",105.0,1970.0,0,7.0,XWW,"Michel Constantin, Paul Crauchet, Lino Ventura",Marlène Jobert,José Giovanni,
movie,L'enfant sauvage,Drama,83.0,1970.0,0,7.5,XWW,"François Truffaut, Jean-Pierre Cargol, Jean Dasté",Françoise Seigner,,
movie,The Honeymoon Killers,"Crime,Drama,Romance",107.0,1970.0,0,7.0,CA,Tony Lo Bianco,"Doris Roberts, Mary Jane Higby, Shirley Stoler","Leonard Kastle, Donald Volkman",Warren Steibel
movie,Xia nü,"Action,Adventure,Drama",200.0,1971.0,0,7.6,HK,"Ying Bai, Billy Chan, Chun Shih",Feng Hsu,King Hu,Liang Fang Hsia-Wu
movie,De Sade 70,"Drama,Horror",87.0,1970.0,0,5.4,US,"Christopher Lee, Jack Taylor","Marie Liljedahl, Maria Rohm",Jesús Franco,
movie,Kladivo na carodejnice,"Drama,History,Horror",103.0,1970.0,0,7.9,XEU,"Josef Kemr, Elo Romancik, Vladimír Smeral",Sona Valentová,Otakar Vávra,
movie,Le passager de la pluie,"Crime,Drama,Mystery",120.0,1970.0,0,6.9,CA,"Charles Bronson, Gabriele Tinti","Jill Ireland, Marlène Jobert",René Clément,Serge Silberman
movie,Il rosso segno della follia,"Horror,Mystery,Thriller",88.0,1970.0,0,6.4,XWW,"Stephen Forsyth, Jesús Puente","Laura Betti, Dagmar Lassander",Mario Bava,Manuel Caño
movie,Skrivánci na niti,"Comedy,Drama,Romance",94.0,1990.0,0,7.5,XWW,"Vlastimil Brodský, Rudolf Hrusínský, Václav Neckár",Jitka Zelenohorská,Jirí Menzel,Karel Kochman
movie,Two Mules for Sister Sara,"Adventure,Romance,War",116.0,1970.0,0,7.0,CA,"Clint Eastwood, Manolo Fábregas, Alberto Morin",Shirley MacLaine,Don Siegel,"Carroll Case, Martin Rackin"
movie,L'uccello dalle piume di cristallo,"Horror,Mystery,Thriller",96.0,1970.0,0,7.2,XWW,"Tony Musante, Enrico Maria Salerno","Suzy Kendall, Eva Renzi",Dario Argento,Salvatore Argento
movie,Der amerikanische Soldat,Drama,80.0,1970.0,0,6.7,XWW,"Hark Bohm, Jan George, Karl Scheydt",Elga Sorbas,Rainer Werner Fassbinder,Peer Raben
movie,Anaparastasi,"Crime,Drama",100.0,1970.0,0,7.3,XWW,"Petros Hoedas, Thanos Grammenos, Yannis Totsikas",Toula Stathopoulou,Theodoros Angelopoulos,Giorgis Samiotis
movie,Aranyer Din Ratri,Drama,115.0,1970.0,0,8.2,XWW,Soumitra Chatterjee,"Kaberi Bose, Simi Garewal, Sharmila Tagore",Satyajit Ray,"Asim Dutta, Nepal Dutta"
movie,The AristoCats,"Adventure,Animation,Comedy",78.0,1970.0,0,7.1,US,"Scatman Crothers, Sterling Holloway, Phil Harris",Eva Gabor,Wolfgang Reitherman,
movie,Auch Zwerge haben klein angefangen,"Comedy,Drama",96.0,1970.0,0,6.9,XWW,"Helmut Döring, Paul Glauer, Hertel Minkner",Gisela Hertwig,Werner Herzog,
movie,L'aveu,"Drama,History,Thriller",139.0,1970.0,0,7.9,XWW,"Gabriele Ferzetti, Yves Montand, Michel Vitold",Simone Signoret,Costa-Gavras,"Robert Dorfmann, Bertrand Javal"
movie,The Ballad of Cable Hogue,"Comedy,Drama,Romance",121.0,1970.0,0,7.2,CA,"Strother Martin, Jason Robards, David Warner",Stella Stevens,Sam Peckinpah,
movie,Barquero,Western,115.0,1970.0,0,6.4,CA,"Lee Van Cleef, Kerwin Mathews, Warren Oates, Forrest Tucker",,Gordon Douglas,Hal Klein
movie,Beneath the Planet of the Apes,"Action,Adventure,Sci-Fi",95.0,1970.0,0,6.1,CA,"James Franciscus, Maurice Evans","Kim Hunter, Linda Harrison",Ted Post,Arthur P. Jacobs
movie,Bloody Mama,"Crime,Drama",90.0,1970.0,0,5.7,CA,"Pat Hingle, Don Stroud","Shelley Winters, Diane Varsi",Roger Corman,
movie,Borsalino,"Crime,Drama",125.0,1970.0,0,7.0,CA,"Jean-Paul Belmondo, Alain Delon","Françoise Christophe, Catherine Rouvel",Jacques Deray,Henri Michaud
movie,Brancaleone alle crociate,"Adventure,Fantasy,History",116.0,1970.0,0,7.3,XWW,"Vittorio Gassman, Adolfo Celi","Beba Loncar, Stefania Sandrelli",Mario Monicelli,"Mario Cecchi Gori, Ahmed Rachedi"
movie,Hexen bis aufs Blut gequält,"Drama,History,Horror",90.0,1970.0,0,6.2,CA,"Udo Kier, Herbert Lom, Reggie Nalder",Olivera Katarina,"Michael Armstrong, Adrian Hoven",
movie,Brewster McCloud,"Comedy,Fantasy",105.0,1970.0,0,7.0,JP,"Bud Cort, Michael Murphy","Shelley Duvall, Sally Kellerman",Robert Altman,Lou Adler
movie,Carry on Loving,"Comedy,Romance",88.0,1970.0,0,5.9,XWW,"Charles Hawtrey, Sidney James, Kenneth Williams",Joan Sims,Gerald Thomas,Peter Rogers
movie,Catch-22,"Comedy,Drama,War",122.0,1970.0,0,7.2,NZ,"Alan Arkin, Martin Balsam, Richard Benjamin, Art Garfunkel",,Mike Nichols,"John Calley, Martin Ransohoff"
movie,Le cercle rouge,"Crime,Drama,Thriller",140.0,1970.0,0,8.0,XWW,"Alain Delon, Gian Maria Volontè, Bourvil, Yves Montand",,Jean-Pierre Melville,Robert Dorfmann
movie,The Cheyenne Social Club,"Comedy,Romance,Western",103.0,1970.0,0,6.9,CA,"Henry Fonda, James Stewart","Shirley Jones, Sue Ane Langdon",Gene Kelly,
movie,Chisum,"Biography,Western",111.0,1970.0,0,6.9,CA,"John Wayne, Christopher George, Ben Johnson, Forrest Tucker",,Andrew V. McLaglen,
movie,5 bambole per la luna d'agosto,"Mystery,Thriller",82.0,1970.0,0,5.8,XWW,"Howard Ross, William Berger","Edwige Fenech, Ira von Fürstenberg",Mario Bava,Luigi Alessi
movie,Città violenta,"Action,Crime,Thriller",100.0,1970.0,0,6.4,CA,"Charles Bronson, Telly Savalas, Umberto Orsini",Jill Ireland,Sergio Sollima,
movie,Il conformista,Drama,113.0,1970.0,0,8.0,XWW,"Jean-Louis Trintignant, Gastone Moschin, Enzo Tarascio",Stefania Sandrelli,Bernardo Bertolucci,
movie,Countess Dracula,Horror,93.0,1971.0,0,6.0,CA,"Maurice Denham, Sandor Elès, Nigel Green",Ingrid Pitt,Peter Sasdy,
movie,Cromwell,"Biography,Drama,History",139.0,1970.0,0,6.9,CA,"Alec Guinness, Richard Harris, Robert Morley",Dorothy Tutin,Ken Hughes,Irving Allen
movie,Cry of the Banshee,Horror,91.0,1970.0,0,5.6,CA,"Vincent Price, Carl Rigg","Hilary Heath, Essy Persson",Gordon Hessler,"Samuel Z. Arkoff, Louis M. Heyward"
movie,Darling Lili,"Comedy,Drama,Musical",136.0,1970.0,0,6.1,CA,"Rock Hudson, Jeremy Kemp, Lance Percival",Julie Andrews,Blake Edwards,
movie,Il Decameron,"Comedy,Drama,History",111.0,1971.0,0,7.1,XWW,"Vincenzo Amato, Franco Citti, Ninetto Davoli, Jovan Jovanovic",,Pier Paolo Pasolini,Alberto Grimaldi
movie,Dodesukaden,Drama,140.0,1970.0,0,7.5,XWW,"Shinsuke Minami, Toshiyuki Tonomura, Yoshitaka Zushi",Kin Sugai,Akira Kurosawa,Yoichi Matsue
movie,Domicile conjugal,"Comedy,Drama",100.0,1970.0,0,7.5,CA,Jean-Pierre Léaud,"Hiroko Berghauer, Claude Jade, Barbara Laage",François Truffaut,Marcel Berbert
movie,12 stulev,"Adventure,Comedy,Crime",159.0,1971.0,0,8.3,XWW,"Sergey Filippov, Archil Gomiashvili, Mikhail Pugovkin",Natalya Krachkovskaya,Leonid Gaidai,
movie,Le foto proibite di una signora per bene,"Mystery,Thriller",93.0,1970.0,0,6.3,XWW,"Simón Andreu, Pier Paolo Capponi, Osvaldo Genazzani",Dagmar Lassander,Luciano Ercoli,Alberto Pugliese
movie,Erinnerungen an die Zukunft,Documentary,92.0,1970.0,0,6.4,IE,"Klaus Kindler, Christian Marschall, Heinz-Detlev Bock",,Harald Reinl,
movie,Figures in a Landscape,"Action,Thriller",110.0,1970.0,0,6.6,CA,"Malcolm McDowell, Robert Shaw, Christopher Malcolm, Henry Woolf",,Joseph Losey,John Kohn
movie,Gas! -Or- It Became Necessary to Destroy the World in Order to Save It.,"Comedy,Drama,Sci-Fi",78.0,1970.0,0,4.2,CA,"Bud Cort, Bob Corff","Talia Shire, Elaine Giftos",Roger Corman,
movie,Il gatto a nove code,"Horror,Mystery,Thriller",112.0,1971.0,0,6.7,XWW,"Karl Malden, James Franciscus, Pier Paolo Capponi",Catherine Spaak,Dario Argento,Salvatore Argento
movie,Le gendarme en balade,"Adventure,Comedy,Crime",100.0,1970.0,0,6.5,XWW,"Louis de Funès, Guy Grosso, Jean Lefebvre, Michel Modo",,Jean Girault,René Pignières
movie,Le genou de Claire,"Drama,Romance",105.0,1970.0,0,7.7,XWW,Jean-Claude Brialy,"Aurora Cornu, Laurence de Monaghan, Béatrice Romand",Éric Rohmer,"Pierre Cottrell, Barbet Schroeder"
movie,Il giardino dei Finzi Contini,"Drama,History,War",94.0,1970.0,0,7.4,IE,"Helmut Berger, Lino Capolicchio, Fabio Testi",Dominique Sanda,Vittorio De Sica,
movie,Gimme Shelter,"Documentary,Music,Thriller",91.0,1970.0,0,7.9,XWW,,,"Albert Maysles, David Maysles, Charlotte Zwerin",
movie,I girasoli,"Drama,War",107.0,1970.0,0,7.4,XWW,Marcello Mastroianni,"Sophia Loren, Galina Andreeva, Lyudmila Saveleva",Vittorio De Sica,"Arthur Cohn, Carlo Ponti"
movie,The Great White Hope,"Drama,Romance,Sport",103.0,1970.0,0,6.9,IN,"James Earl Jones, Joel Fluellen, Lou Gilbert",Jane Alexander,Martin Ritt,Lawrence Turman
movie,Götter der Pest,"Crime,Drama",91.0,1970.0,0,6.5,XWW,"Harry Baer, Günther Kaufmann","Hanna Schygulla, Margarethe von Trotta",Rainer Werner Fassbinder,Michael Fengler
movie,Hercules in New York,"Adventure,Family,Fantasy",91.0,1970.0,0,3.3,IE,"Arnold Schwarzenegger, James Karen, Arnold Stang",Deborah Loomis,Arthur Allan Seidelman,
movie,L'homme orchestre,"Comedy,Musical",85.0,1970.0,0,6.4,XWW,"Louis de Funès, Olivier De Funès, Daniel Bellus",Noëlle Adam,Serge Korber,"Roger Debelmas, Robert Sussfeld"
movie,The House That Dripped Blood,Horror,102.0,1971.0,0,6.6,JP,"Denholm Elliott, John Bennett, John Bryans, John Malcolm",,Peter Duffell,"Max Rosenberg, Milton Subotsky"
movie,House of Dark Shadows,"Drama,Fantasy,Horror",97.0,1970.0,0,6.5,CA,"Roger Davis, Jonathan Frid","Grayson Hall, Kathryn Leigh Scott",Dan Curtis,
movie,Indagine su un cittadino al di sopra di ogni sospetto,"Crime,Drama",115.0,1970.0,0,8.1,XWW,"Gian Maria Volontè, Orazio Orlando, Gianni Santuccio",Florinda Bolkan,Elio Petri,"Marina Cicogna, Daniele Senatore"
movie,The Party at Kitty and Stud's,"Adult,Comedy,Drama",71.0,1970.0,1,2.6,XWW,"Sylvester Stallone, Nicholas Warren","Henrietta Holm, Jodi Van Prang",Morton M. Lewis,
movie,Jak rozpetalem druga wojne swiatowa,"Comedy,War",224.0,1970.0,0,8.0,XWW,"Adam Cyprian, Wirgiliusz Gryn, Marian Kociniak",Janina Boronska,Tadeusz Chmielewski,
movie,Julius Caesar,"Drama,History,War",117.0,1970.0,0,6.1,CA,"John Gielgud, Charlton Heston, Jason Robards, Richard Johnson",,Stuart Burge,Peter Snell
movie,Hîchirimen bâkuto - Nôbarydu takahadâ,"Action,Crime,Horror",85.0,1970.0,0,6.7,XWW,"Makoto Satô, Hideo Sunazuka","Meiko Kaji, Hoki Tokuda",Teruo Ishii,Hideo Koi
movie,Kelly's Heroes,"Adventure,Comedy,War",144.0,1970.0,0,7.6,CA,"Clint Eastwood, Telly Savalas, Carroll O'Connor, Don Rickles",,Brian G. Hutton,"Sidney Beckerman, Gabriel Katzka"
movie,The Kremlin Letter,"Crime,Drama,Thriller",120.0,1970.0,0,6.3,CA,"Richard Boone, Nigel Green, Dean Jagger",Bibi Andersson,John Huston,"Carter DeHaven, Sam Wiesenthal"
movie,En kärlekshistoria,"Drama,Romance",115.0,1970.0,0,7.5,XWW,"Bertil Norström, Rolf Sohlman, Lennart Tellfelt","Ann-Sofie Kylin, Anita Lindblom, Margreth Weivers",Roy Andersson,
movie,The Last Valley,"Adventure,Drama,War",125.0,1971.0,0,7.2,XWW,"Michael Caine, Omar Sharif, Nigel Davenport",Florinda Bolkan,James Clavell,
movie,Little Big Man,"Adventure,Comedy,Drama",139.0,1970.0,0,7.6,CA,"Dustin Hoffman, Martin Balsam, Chief Dan George",Faye Dunaway,Arthur Penn,Stuart Millar
movie,Love Story,"Drama,Romance",100.0,1970.0,0,6.9,CA,"Ray Milland, John Marley, Ryan O'Neal",Ali MacGraw,Arthur Hiller,Howard G. Minsky
movie,MASH,"Comedy,Drama,War",116.0,1970.0,0,7.5,IE,"Tom Skerritt, Donald Sutherland, Elliott Gould",Sally Kellerman,Robert Altman,Ingo Preminger
movie,Mais ne nous délivrez pas du mal,"Drama,Horror",102.0,1971.0,0,6.8,XEU,"Gérard Darrieu, Bernard Dhéran","Jeanne Goupil, Catherine Wagener",Joël Séria,Bernard Legargeant
movie,A Man Called Horse,"Adventure,Drama,Western",114.0,1970.0,0,6.9,CA,"Richard Harris, Jean Gascon, Manu Tupou",Judith Anderson,Elliot Silverstein,Sandy Howard
movie,A Man Called Sledge,Western,93.0,1970.0,0,5.9,JP,"James Garner, Claude Akins, John Marley, Dennis Weaver",,"Giorgio Gentili, Vic Morrow",Dino De Laurentiis
movie,The McKenzie Break,"Action,Drama,War",108.0,1970.0,0,6.5,CA,"Brian Keith, Helmut Griem, Ian Hendry, Jack Watson",,Lamont Johnson,"Arthur Gardner, Jules V. Levy"
movie,Mera Naam Joker,"Comedy,Drama",224.0,1970.0,0,8.0,IN,"Manoj Kumar, Rishi Kapoor","Simi Garewal, Achala Sachdev",Raj Kapoor,
movie,Mihai Viteazul,"Action,Biography,Drama",203.0,1970.0,0,8.4,ZA,"Ion Besoiu, Amza Pellea","Irina Gardescu, Olga Tudorache",Sergiu Nicolaescu,
movie,The Molly Maguires,"Drama,History",124.0,1970.0,0,6.9,CA,"Sean Connery, Richard Harris, Frank Finlay",Samantha Eggar,Martin Ritt,
movie,Monte Walsh,Western,106.0,1970.0,0,7.1,CA,"Lee Marvin, Jack Palance, Mitchell Ryan",Jeanne Moreau,William A. Fraker,"Hal Landers, Bobby Roberts"
movie,Sie tötete in Ekstase,Horror,73.0,1971.0,0,5.8,XWW,"Paul Muller, Howard Vernon, Fred Williams",Soledad Miranda,Jesús Franco,"Artur Brauner, Arturo Marcos"
movie,Ned Kelly,"Biography,Crime,Drama",100.0,1970.0,0,5.0,HK,"Mick Jagger, Ken Goodlet, Mark McManus",Clarissa Kaye-Mason,Tony Richardson,Neil Hartley
movie,The Night Visitor,"Crime,Horror,Thriller",106.0,1971.0,0,6.6,CA,"Max von Sydow, Trevor Howard, Per Oscarsson",Liv Ullmann,Laslo Benedek,Mel Ferrer
movie,No Blade of Grass,"Drama,Sci-Fi",96.0,1970.0,0,6.0,CA,"Nigel Davenport, John Hamill","Lynne Frederick, Jean Wallace",Cornel Wilde,
movie,The Out of Towners,Comedy,101.0,1970.0,0,7.1,CA,"Jack Lemmon, Sandy Baron","Sandy Dennis, Anne Meara",Arthur Hiller,Paul Nathan
movie,Patton,"Biography,Drama,War",172.0,1970.0,0,7.9,IE,"Karl Malden, George C. Scott, Michael Strong, Stephen Young",,Franklin J. Schaffner,
movie,Peau d'âne,"Drama,Family,Fantasy",91.0,1970.0,0,7.0,IE,"Jean Marais, Jacques Perrin","Catherine Deneuve, Micheline Presle",Jacques Demy,Mag Bodard
movie,Performance,"Crime,Drama",105.0,1970.0,0,6.9,CA,"Mick Jagger, James Fox","Michèle Breton, Anita Pallenberg","Nicolas Roeg, Donald Cammell",Sanford Lieberson
movie,Pratidwandi,Drama,110.0,1970.0,0,8.1,IN,"Dhritiman Chatterjee, Soumitra Bannerjee, Asgar Ali, Arabinda Banerjee",,Satyajit Ray,"Asim Dutta, Nepal Dutta"
movie,The Private Life of Sherlock Holmes,"Adventure,Comedy,Crime",125.0,1970.0,0,7.1,CA,"Christopher Lee, Colin Blakely, Robert Stephens",Geneviève Page,Billy Wilder,
movie,Rejs,Comedy,65.0,1970.0,0,7.7,XWW,"Jerzy Dobrowolski, Stanislaw Tym","Jolanta Lothe, Wanda Stanislawska-Lothe",Marek Piwowski,
movie,Rio Lobo,"Adventure,Romance,War",114.0,1970.0,0,6.8,CA,"John Wayne, Jack Elam, Jorge Rivero",Jennifer O'Neill,Howard Hawks,
movie,La rupture,Thriller,124.0,1970.0,0,7.3,XWW,"Michel Bouquet, Jean-Pierre Cassel","Stéphane Audran, Annie Cordy",Claude Chabrol,André Génovès
movie,Ryan's Daughter,"Drama,Romance",206.0,1970.0,0,7.4,IN,"Robert Mitchum, Trevor Howard, Christopher Jones, John Mills",,David Lean,Anthony Havelock-Allan
movie,Vampyros Lesbos,"Drama,Horror",89.0,1971.0,0,5.4,PK,"Paul Muller, Dennis Price","Soledad Miranda, Ewa Strömberg",Jesús Franco,Artur Brauner
movie,Soldier Blue,Western,115.0,1970.0,0,6.9,BE,"Donald Pleasence, Peter Strauss, John Anderson",Candice Bergen,Ralph Nelson,"Gabriel Katzka, Harold Loeb"
movie,Start the Revolution Without Me,"Comedy,History",90.0,1970.0,0,6.5,CA,"Donald Sutherland, Gene Wilder, Hugh Griffith, Jack MacGowran",,Bud Yorkin,
movie,Lo strano vizio della signora Wardh,"Crime,Horror,Mystery",98.0,1971.0,0,7.0,XWW,"Manuel Gil, George Hilton","Conchita Airoldi, Edwige Fenech",Sergio Martino,"Antonio Crescenzi, Luciano Martino"
movie,Sur un arbre perché,Comedy,90.0,1971.0,0,6.4,HK,"Louis de Funès, Olivier De Funès","Geraldine Chaplin, Alice Sapritch",Serge Korber,Raymond Danon
movie,THX 1138,"Drama,Sci-Fi,Thriller",86.0,1971.0,0,6.7,CA,"Robert Duvall, Donald Pleasence, Don Pedro Colley",Maggie McOmie,George Lucas,Larry Sturhahn
movie,There Was a Crooked Man...,"Comedy,Western",126.0,1970.0,0,7.0,CA,"Kirk Douglas, Henry Fonda, Hume Cronyn, Warren Oates",,Joseph L. Mankiewicz,
movie,They Call Me Mister Tibbs!,"Crime,Drama,Mystery",108.0,1970.0,0,6.1,CA,"Martin Landau, Sidney Poitier, Anthony Zerbe",Barbara McNair,Gordon Douglas,Herbert Hirschman
movie,Tko pjeva zlo ne misli,"Comedy,Drama,Musical",85.0,1970.0,0,8.5,XWW,"Relja Basic, Franjo Majetic","Mirjana Bohanec, Mia Oremovic",Kresimir Golik,
movie,Too Late the Hero,"Action,Drama,War",145.0,1970.0,0,6.7,XWW,"Michael Caine, Ian Bannen, Harry Andrews, Cliff Robertson",,Robert Aldrich,
movie,Tora! Tora! Tora!,"Action,Drama,History",144.0,1970.0,0,7.5,CA,"Martin Balsam, Joseph Cotten, Jason Robards, Sô Yamamura",,"Richard Fleischer, Kinji Fukasaku, Toshio Masuda",
movie,The Twelve Chairs,Comedy,94.0,1970.0,0,6.5,CA,"Mel Brooks, Dom DeLuise, Frank Langella, Ron Moody",,,Michael Hertzberg
movie,Ucho,"Drama,Thriller",94.0,1970.0,0,7.8,XWW,"Radoslav Brzobohatý, Miroslav Holub, Gustav Opocenský",Jirina Bohdalová,Karel Kachyna,Karel Vejrík
movie,Umut,Drama,100.0,1970.0,0,8.2,XWW,"Kürsat Alniaçik, Yilmaz Güney, Tuncel Kurtiz",Gülsen Alniaçik,Serif Gören,"Cevat Alkan, Abdurrahman Keskiner"
movie,Uomini contro,"Drama,War",101.0,1970.0,0,7.6,XWW,"Gian Maria Volontè, Giampiero Albertini, Alain Cuny, Mark Frechette",,Francesco Rosi,Luciano Perugia
movie,Valerie a týden divu,"Adventure,Drama,Fantasy",77.0,1970.0,0,7.2,XWW,"Petr Kopriva, Jirí Prýmek","Helena Anýzová, Jaroslava Schallerová",Jaromil Jires,Jirí Becka
movie,Viva la muerte,"Drama,War",90.0,1971.0,0,6.8,XWW,"Mahdi Chaouch, Ivan Henriques","Núria Espert, Anouk Ferjac",Fernando Arrabal,
movie,Warum läuft Herr R. Amok,Drama,88.0,1970.0,0,7.4,XWW,"Harry Baer, Franz Maron, Peter Moland, Kurt Raab","Lilo Pempeit, Hanna Schygulla, Lilith Ungerer","Rainer Werner Fassbinder, Michael Fengler",
movie,Waterloo,"Action,Biography,Drama",134.0,1970.0,0,7.3,CA,"Orson Welles, Christopher Plummer, Rod Steiger, Jack Hawkins",,Sergey Bondarchuk,Dino De Laurentiis
movie,When Dinosaurs Ruled the Earth,"Adventure,Fantasy,Romance",100.0,1970.0,0,5.2,CA,"Patrick Allen, Robin Hawdon, Drewe Henley",Victoria Vetri,Val Guest,Aida Young
movie,Which Way to the Front?,"Comedy,War",96.0,1970.0,0,4.5,IE,"Jerry Lewis, Steve Franken, Jan Murray, John Wood",,,
movie,Beloe solntse pustyni,"Action,Adventure,Comedy",84.0,1970.0,0,7.9,XWW,"Kakhi Kavsadze, Anatoliy Kuznetsov, Pavel Luspekayev, Spartak Mishulin",,Vladimir Motyl,
movie,Woodstock,"Documentary,History,Music",184.0,1970.0,0,8.2,JP,,,Michael Wadleigh,Bob Maurice
movie,Wuthering Heights,"Adventure,Drama,Romance",104.0,1970.0,0,6.5,XWW,"Timothy Dalton, Harry Andrews","Pamela Brown, Anna Calder-Marshall",Robert Fuest,"Samuel Z. Arkoff, James H. Nicholson"
movie,Shin Zatôichi: Yabure! Tôjin-ken,"Action,Adventure,Drama",94.0,1971.0,0,7.2,XWW,"Shintarô Katsu, Jimmy Wang Yu","Watako Hamaki, Michie Terada",Kimiyoshi Yasuda,"Yoshinobu Nishioka, Ming Huang"
movie,Zatôichi to Yôjinbô,"Action,Adventure,Drama",79.0,1970.0,0,7.1,CA,"Toshirô Mifune, Shintarô Katsu, Osamu Takizawa",Ayako Wakao,Kihachi Okamoto,
movie,"Vamos a matar, compañeros","Action,Comedy,Western",118.0,1970.0,0,7.4,CA,"Tomas Milian, Franco Nero, Fernando Rey",Iris Berben,Sergio Corbucci,
movie,The Million Dollar Duck,"Comedy,Family,Sci-Fi",89.0,1971.0,0,5.9,CA,"Joe Flynn, Dean Jones, Tony Roberts",Sandy Duncan,Vincent McEveety,Bill Anderson
movie,10 Rillington Place,"Biography,Crime,Drama",111.0,1971.0,0,7.6,XWW,"Richard Attenborough, John Hurt","Judy Geeson, Pat Heywood",Richard Fleischer,"Leslie Linder, Martin Ransohoff"
movie,4 mosche di velluto grigio,"Crime,Mystery,Thriller",104.0,1971.0,0,6.7,XWW,"Michael Brandon, Aldo Bufi Landi, Jean-Pierre Marielle",Mimsy Farmer,Dario Argento,Salvatore Argento
movie,The Abominable Dr. Phibes,"Comedy,Horror",94.0,1971.0,0,7.1,CA,"Joseph Cotten, Vincent Price, Terry-Thomas",Virginia North,Robert Fuest,"Ronald Dunas, Louis M. Heyward"
movie,"Indio Black, sai che ti dico: Sei un gran figlio di...","Action,War,Western",104.0,1970.0,0,6.0,CA,"Yul Brynner, Gérard Herter, Dean Reed, Ignazio Spalla",,Gianfranco Parolini,Alberto Grimaldi
movie,Amar Prem,"Drama,Musical,Romance",143.0,1972.0,0,8.2,IN,"Rajesh Khanna, Sujit Kumar","Bindu, Sharmila Tagore",Shakti Samanta,
movie,Anand,"Drama,Musical",122.0,1971.0,0,8.8,IN,"Amitabh Bachchan, Rajesh Khanna, Ramesh Deo",Sumita Sanyal,Hrishikesh Mukherjee,N.C. Sippy
movie,And Now for Something Completely Different,Comedy,88.0,1971.0,0,7.6,CA,"John Cleese, Terry Gilliam, Graham Chapman, Michael Palin",,Ian MacNaughton,Patricia Casey
movie,The Anderson Tapes,"Action,Crime,Thriller",99.0,1971.0,0,6.4,CA,"Sean Connery, Martin Balsam, Ralph Meeker",Dyan Cannon,Sidney Lumet,Robert Weitman
movie,The Andromeda Strain,"Sci-Fi,Thriller",131.0,1971.0,0,7.2,CA,"Arthur Hill, James Olson, David Wayne",Kate Reid,Robert Wise,
movie,The Beguiled,"Drama,Thriller,War",105.0,1971.0,0,7.2,CA,Clint Eastwood,"Jo Ann Harris, Elizabeth Hartman, Geraldine Page",Don Siegel,
movie,The Touch,Drama,115.0,1971.0,0,6.4,BE,"Elliott Gould, Max von Sydow","Bibi Andersson, Sheila Reid",Ingmar Bergman,
movie,La bestia uccide a sangue freddo,"Horror,Mystery,Thriller",96.0,1971.0,0,5.1,XWW,Klaus Kinski,"Jane Garret, Margaret Lee, Rosalba Neri",Fernando Di Leo,"Tiziano Longo, Armando Novelli"
movie,Big Jake,Western,110.0,1971.0,0,7.2,CA,"John Wayne, Richard Boone, Patrick Wayne",Maureen O'Hara,George Sherman,Michael Wayne
movie,Blindman,Western,105.0,1971.0,0,6.4,JP,"Tony Anthony, Lloyd Battista, Ringo Starr",Magda Konopka,Ferdinando Baldi,Saul Swimmer
movie,Carry on Henry,"Comedy,Romance",89.0,1971.0,0,6.2,XWW,"Charles Hawtrey, Sidney James, Kenneth Williams",Joan Sims,Gerald Thomas,Peter Rogers
movie,Carry on at Your Convenience,Comedy,90.0,1971.0,0,6.2,XWW,"Charles Hawtrey, Sidney James, Kenneth Williams",Joan Sims,Gerald Thomas,Peter Rogers
movie,Le chat,Drama,86.0,1971.0,0,7.6,XWW,"Jean Gabin, Jacques Rispal","Annie Cordy, Simone Signoret",Pierre Granier-Deferre,Raymond Danon
movie,Chato's Land,Western,100.0,1972.0,0,6.7,CA,"Charles Bronson, Jack Palance, Richard Jordan, Simon Oakland, Ralph Waite, James Whitmore",,Michael Winner,
movie,La nuit des étoiles filantes,Horror,92.0,1973.0,0,4.9,XWW,,"Christina von Blanc, Anne Libert, Carmen Yazalde, Rosa Palomar","Jesús Franco, Jean Rollin, Pierre Quérut","Marius Lesoeur, Karl Heinz Mannchen"
movie,La classe operaia va in paradiso,Drama,125.0,1971.0,0,7.7,XWW,"Gian Maria Volontè, Luigi Diberti, Gino Pernice",Mariangela Melato,Elio Petri,
movie,A Clockwork Orange,"Crime,Drama,Sci-Fi",136.0,1971.0,0,8.3,CA,"Malcolm McDowell, Michael Bates, Warren Clarke, Patrick Magee",,Stanley Kubrick,
movie,La coda dello scorpione,"Mystery,Thriller",95.0,1971.0,0,6.7,XWW,"Alberto de Mendoza, George Hilton","Anita Strindberg, Janine Reynaud",Sergio Martino,Luciano Martino
